"country","mp","party","perceived","true","shift","stretch","shift_country","stretch_country"
"b","7_b",4,0.736358542297072,0.400554667038817,-0.0454795819853979,1.17804869612149,0.00434043933789706,0.341113736115777
"b","8_b",1,-0.736358542297072,-0.437418814022422,0.0320310945126831,1.20533475252468,0.00434043933789706,0.341113736115777
"b","8_b",2,0,-0.289960212406934,0.0320310945126831,1.20533475252468,0.00434043933789706,0.341113736115777
"b","8_b",3,1.47271708459414,0.0173210874445562,0.0320310945126831,1.20533475252468,0.00434043933789706,0.341113736115777
"b","8_b",4,-0.736358542297072,0.400554667038817,0.0320310945126831,1.20533475252468,0.00434043933789706,0.341113736115777
"b","9_b",1,0,-0.437418814022422,-0.0604965344957213,1.8359506425436,0.00434043933789706,0.341113736115777
"b","9_b",2,-1.47271708459414,-0.289960212406934,-0.0604965344957213,1.8359506425436,0.00434043933789706,0.341113736115777
"b","9_b",3,0.736358542297072,0.0173210874445562,-0.0604965344957213,1.8359506425436,0.00434043933789706,0.341113736115777
"b","9_b",4,1.47271708459414,0.400554667038817,-0.0604965344957213,1.8359506425436,0.00434043933789706,0.341113736115777
"b","10_b",1,0,-0.437418814022422,0.0946560171148733,1.89095278058693,0.00434043933789706,0.341113736115777
"b","10_b",2,-2.94543416918829,-0.289960212406934,0.0946560171148733,1.89095278058693,0.00434043933789706,0.341113736115777
"b","10_b",3,-0.736358542297072,0.0173210874445562,0.0946560171148733,1.89095278058693,0.00434043933789706,0.341113736115777
"b","10_b",4,0,0.400554667038817,0.0946560171148733,1.89095278058693,0.00434043933789706,0.341113736115777
"b","11_b",1,-0.736358542297072,-0.437418814022422,0.0553216828531751,1.23210327464161,0.00434043933789706,0.341113736115777
"b","11_b",2,-1.47271708459414,-0.289960212406934,0.0553216828531751,1.23210327464161,0.00434043933789706,0.341113736115777
"b","11_b",3,0.736358542297072,0.0173210874445562,0.0553216828531751,1.23210327464161,0.00434043933789706,0.341113736115777
"b","11_b",4,0.736358542297072,0.400554667038817,0.0553216828531751,1.23210327464161,0.00434043933789706,0.341113736115777
"b","12_b",1,0,-0.437418814022422,0.09418257169406,1.54644931781383,0.00434043933789706,0.341113736115777
"b","12_b",2,2.20907562689122,-0.289960212406934,0.09418257169406,1.54644931781383,0.00434043933789706,0.341113736115777
"b","12_b",3,0.736358542297072,0.0173210874445562,0.09418257169406,1.54644931781383,0.00434043933789706,0.341113736115777
"b","12_b",4,1.47271708459414,0.400554667038817,0.09418257169406,1.54644931781383,0.00434043933789706,0.341113736115777
"b","13_b",1,-1.47271708459414,-0.437418814022422,-0.0479084719998791,1.51102515928244,0.00434043933789706,0.341113736115777
"b","13_b",2,-1.47271708459414,-0.289960212406934,-0.0479084719998791,1.51102515928244,0.00434043933789706,0.341113736115777
"b","13_b",3,-2.20907562689122,0.0173210874445562,-0.0479084719998791,1.51102515928244,0.00434043933789706,0.341113736115777
"b","13_b",4,0.736358542297072,0.400554667038817,-0.0479084719998791,1.51102515928244,0.00434043933789706,0.341113736115777
"b","14_b",1,1.47271708459414,-0.437418814022422,-0.022028156070251,1.44713783062202,0.00434043933789706,0.341113736115777
"b","14_b",2,-1.47271708459414,-0.289960212406934,-0.022028156070251,1.44713783062202,0.00434043933789706,0.341113736115777
"b","14_b",3,0.736358542297072,0.0173210874445562,-0.022028156070251,1.44713783062202,0.00434043933789706,0.341113736115777
"b","14_b",4,-0.736358542297072,0.400554667038817,-0.022028156070251,1.44713783062202,0.00434043933789706,0.341113736115777
"b","15_b",1,0.736358542297072,-0.437418814022422,-0.0115505331254576,1.22718672833033,0.00434043933789706,0.341113736115777
"b","15_b",2,0.736358542297072,-0.289960212406934,-0.0115505331254576,1.22718672833033,0.00434043933789706,0.341113736115777
"b","15_b",3,0,0.0173210874445562,-0.0115505331254576,1.22718672833033,0.00434043933789706,0.341113736115777
"b","15_b",4,0,0.400554667038817,-0.0115505331254576,1.22718672833033,0.00434043933789706,0.341113736115777
"b","16_b",1,0,-0.437418814022422,-0.0483571078212561,0.604568898834705,0.00434043933789706,0.341113736115777
"b","16_b",2,-0.736358542297072,-0.289960212406934,-0.0483571078212561,0.604568898834705,0.00434043933789706,0.341113736115777
"b","16_b",3,0,0.0173210874445562,-0.0483571078212561,0.604568898834705,0.00434043933789706,0.341113736115777
"b","16_b",4,0,0.400554667038817,-0.0483571078212561,0.604568898834705,0.00434043933789706,0.341113736115777
"b","17_b",1,-1.47271708459414,-0.437418814022422,0.010932317993448,1.5646800710265,0.00434043933789706,0.341113736115777
"b","17_b",2,0,-0.289960212406934,0.010932317993448,1.5646800710265,0.00434043933789706,0.341113736115777
"b","17_b",3,-0.736358542297072,0.0173210874445562,0.010932317993448,1.5646800710265,0.00434043933789706,0.341113736115777
"b","17_b",4,0,0.400554667038817,0.010932317993448,1.5646800710265,0.00434043933789706,0.341113736115777
"b","18_b",1,-0.736358542297072,-0.437418814022422,0.0804282429301517,1.14177339984237,0.00434043933789706,0.341113736115777
"b","18_b",2,0,-0.289960212406934,0.0804282429301517,1.14177339984237,0.00434043933789706,0.341113736115777
"b","18_b",3,0,0.0173210874445562,0.0804282429301517,1.14177339984237,0.00434043933789706,0.341113736115777
"b","18_b",4,1.47271708459414,0.400554667038817,0.0804282429301517,1.14177339984237,0.00434043933789706,0.341113736115777
"b","19_b",1,0,-0.437418814022422,0.0172340574071027,1.0616701534438,0.00434043933789706,0.341113736115777
"b","19_b",2,0,-0.289960212406934,0.0172340574071027,1.0616701534438,0.00434043933789706,0.341113736115777
"b","19_b",3,0,0.0173210874445562,0.0172340574071027,1.0616701534438,0.00434043933789706,0.341113736115777
"b","19_b",4,-1.47271708459414,0.400554667038817,0.0172340574071027,1.0616701534438,0.00434043933789706,0.341113736115777
"b","20_b",1,-1.47271708459414,-0.437418814022422,-0.037903253121786,1.89171835647031,0.00434043933789706,0.341113736115777
"b","20_b",2,-0.736358542297072,-0.289960212406934,-0.037903253121786,1.89171835647031,0.00434043933789706,0.341113736115777
"b","20_b",3,0.736358542297072,0.0173210874445562,-0.037903253121786,1.89171835647031,0.00434043933789706,0.341113736115777
"b","20_b",4,-0.736358542297072,0.400554667038817,-0.037903253121786,1.89171835647031,0.00434043933789706,0.341113736115777
"b","21_b",1,0,-0.437418814022422,-0.0484325900318057,0.646910093075956,0.00434043933789706,0.341113736115777
"b","21_b",2,0.736358542297072,-0.289960212406934,-0.0484325900318057,0.646910093075956,0.00434043933789706,0.341113736115777
"b","21_b",3,-0.736358542297072,0.0173210874445562,-0.0484325900318057,0.646910093075956,0.00434043933789706,0.341113736115777
"b","21_b",4,-1.47271708459414,0.400554667038817,-0.0484325900318057,0.646910093075956,0.00434043933789706,0.341113736115777
"b","22_b",1,0,-0.437418814022422,0.0112927284119883,1.77693740811189,0.00434043933789706,0.341113736115777
"b","22_b",2,0,-0.289960212406934,0.0112927284119883,1.77693740811189,0.00434043933789706,0.341113736115777
"b","22_b",3,0.736358542297072,0.0173210874445562,0.0112927284119883,1.77693740811189,0.00434043933789706,0.341113736115777
"b","22_b",4,1.47271708459414,0.400554667038817,0.0112927284119883,1.77693740811189,0.00434043933789706,0.341113736115777
"b","23_b",1,-0.736358542297072,-0.437418814022422,0.031644515288518,1.50024645361394,0.00434043933789706,0.341113736115777
"b","23_b",2,-0.736358542297072,-0.289960212406934,0.031644515288518,1.50024645361394,0.00434043933789706,0.341113736115777
"b","23_b",3,0,0.0173210874445562,0.031644515288518,1.50024645361394,0.00434043933789706,0.341113736115777
"b","23_b",4,0.736358542297072,0.400554667038817,0.031644515288518,1.50024645361394,0.00434043933789706,0.341113736115777
"b","24_b",1,-1.47271708459414,-0.437418814022422,-0.0471812183021766,1.32461927726683,0.00434043933789706,0.341113736115777
"b","24_b",2,-0.736358542297072,-0.289960212406934,-0.0471812183021766,1.32461927726683,0.00434043933789706,0.341113736115777
"b","24_b",3,-0.736358542297072,0.0173210874445562,-0.0471812183021766,1.32461927726683,0.00434043933789706,0.341113736115777
"b","24_b",4,0.736358542297072,0.400554667038817,-0.0471812183021766,1.32461927726683,0.00434043933789706,0.341113736115777
"b","25_b",1,-1.47271708459414,-0.437418814022422,-0.00270471833041681,1.63523159914383,0.00434043933789706,0.341113736115777
"b","25_b",2,-1.47271708459414,-0.289960212406934,-0.00270471833041681,1.63523159914383,0.00434043933789706,0.341113736115777
"b","25_b",3,-0.736358542297072,0.0173210874445562,-0.00270471833041681,1.63523159914383,0.00434043933789706,0.341113736115777
"b","25_b",4,1.47271708459414,0.400554667038817,-0.00270471833041681,1.63523159914383,0.00434043933789706,0.341113736115777
"b","26_b",1,0,-0.437418814022422,0.101740707497614,1.10695481467631,0.00434043933789706,0.341113736115777
"b","26_b",2,0.736358542297072,-0.289960212406934,0.101740707497614,1.10695481467631,0.00434043933789706,0.341113736115777
"b","26_b",3,1.47271708459414,0.0173210874445562,0.101740707497614,1.10695481467631,0.00434043933789706,0.341113736115777
"b","26_b",4,0.736358542297072,0.400554667038817,0.101740707497614,1.10695481467631,0.00434043933789706,0.341113736115777
"b","27_b",1,-2.20907562689122,-0.437418814022422,-0.0753494677435936,1.49877728980834,0.00434043933789706,0.341113736115777
"b","27_b",2,-0.736358542297072,-0.289960212406934,-0.0753494677435936,1.49877728980834,0.00434043933789706,0.341113736115777
"b","27_b",3,0.736358542297072,0.0173210874445562,-0.0753494677435936,1.49877728980834,0.00434043933789706,0.341113736115777
"b","27_b",4,0.736358542297072,0.400554667038817,-0.0753494677435936,1.49877728980834,0.00434043933789706,0.341113736115777
"b","28_b",1,-1.47271708459414,-0.437418814022422,0.0745832936631497,1.08137858569262,0.00434043933789706,0.341113736115777
"b","28_b",2,0,-0.289960212406934,0.0745832936631497,1.08137858569262,0.00434043933789706,0.341113736115777
"b","28_b",3,0,0.0173210874445562,0.0745832936631497,1.08137858569262,0.00434043933789706,0.341113736115777
"b","28_b",4,0.736358542297072,0.400554667038817,0.0745832936631497,1.08137858569262,0.00434043933789706,0.341113736115777
"b","29_b",1,-0.736358542297072,-0.437418814022422,0.00422543902517469,1.60286911891503,0.00434043933789706,0.341113736115777
"b","29_b",2,-0.736358542297072,-0.289960212406934,0.00422543902517469,1.60286911891503,0.00434043933789706,0.341113736115777
"b","29_b",3,-1.47271708459414,0.0173210874445562,0.00422543902517469,1.60286911891503,0.00434043933789706,0.341113736115777
"b","29_b",4,0.736358542297072,0.400554667038817,0.00422543902517469,1.60286911891503,0.00434043933789706,0.341113736115777
"b","30_b",1,-0.736358542297072,-0.437418814022422,0.0195856610541871,1.40195974680344,0.00434043933789706,0.341113736115777
"b","30_b",2,-1.47271708459414,-0.289960212406934,0.0195856610541871,1.40195974680344,0.00434043933789706,0.341113736115777
"b","30_b",3,-2.20907562689122,0.0173210874445562,0.0195856610541871,1.40195974680344,0.00434043933789706,0.341113736115777
"b","30_b",4,-0.736358542297072,0.400554667038817,0.0195856610541871,1.40195974680344,0.00434043933789706,0.341113736115777
"b","31_b",1,-0.736358542297072,-0.437418814022422,0.0504092013176867,1.01739400000057,0.00434043933789706,0.341113736115777
"b","31_b",2,0,-0.289960212406934,0.0504092013176867,1.01739400000057,0.00434043933789706,0.341113736115777
"b","31_b",3,0,0.0173210874445562,0.0504092013176867,1.01739400000057,0.00434043933789706,0.341113736115777
"b","31_b",4,0.736358542297072,0.400554667038817,0.0504092013176867,1.01739400000057,0.00434043933789706,0.341113736115777
"b","32_b",1,0,-0.437418814022422,0.0104194021832512,1.35714731597897,0.00434043933789706,0.341113736115777
"b","32_b",2,0.736358542297072,-0.289960212406934,0.0104194021832512,1.35714731597897,0.00434043933789706,0.341113736115777
"b","32_b",3,0,0.0173210874445562,0.0104194021832512,1.35714731597897,0.00434043933789706,0.341113736115777
"b","32_b",4,0.736358542297072,0.400554667038817,0.0104194021832512,1.35714731597897,0.00434043933789706,0.341113736115777
"b","33_b",1,-0.736358542297072,-0.437418814022422,0.0233316965125617,1.29568526184514,0.00434043933789706,0.341113736115777
"b","33_b",2,0,-0.289960212406934,0.0233316965125617,1.29568526184514,0.00434043933789706,0.341113736115777
"b","33_b",3,0.736358542297072,0.0173210874445562,0.0233316965125617,1.29568526184514,0.00434043933789706,0.341113736115777
"b","33_b",4,-0.736358542297072,0.400554667038817,0.0233316965125617,1.29568526184514,0.00434043933789706,0.341113736115777
"b","34_b",1,-1.47271708459414,-0.437418814022422,0.0878752470193145,1.97524187462295,0.00434043933789706,0.341113736115777
"b","34_b",2,-1.47271708459414,-0.289960212406934,0.0878752470193145,1.97524187462295,0.00434043933789706,0.341113736115777
"b","34_b",3,0.736358542297072,0.0173210874445562,0.0878752470193145,1.97524187462295,0.00434043933789706,0.341113736115777
"b","34_b",4,0,0.400554667038817,0.0878752470193145,1.97524187462295,0.00434043933789706,0.341113736115777
"b","35_b",1,0,-0.437418814022422,-0.00722496052108463,1.71865957836624,0.00434043933789706,0.341113736115777
"b","35_b",2,-0.736358542297072,-0.289960212406934,-0.00722496052108463,1.71865957836624,0.00434043933789706,0.341113736115777
"b","35_b",3,0,0.0173210874445562,-0.00722496052108463,1.71865957836624,0.00434043933789706,0.341113736115777
"b","35_b",4,-0.736358542297072,0.400554667038817,-0.00722496052108463,1.71865957836624,0.00434043933789706,0.341113736115777
"b","36_b",1,-0.736358542297072,-0.437418814022422,-0.0355407073044325,1.9251944161923,0.00434043933789706,0.341113736115777
"b","36_b",2,0.736358542297072,-0.289960212406934,-0.0355407073044325,1.9251944161923,0.00434043933789706,0.341113736115777
"b","36_b",3,0,0.0173210874445562,-0.0355407073044325,1.9251944161923,0.00434043933789706,0.341113736115777
"b","36_b",4,2.20907562689122,0.400554667038817,-0.0355407073044325,1.9251944161923,0.00434043933789706,0.341113736115777
"b","37_b",1,-1.47271708459414,-0.437418814022422,0.0154503345676261,1.36141056397026,0.00434043933789706,0.341113736115777
"b","37_b",2,0,-0.289960212406934,0.0154503345676261,1.36141056397026,0.00434043933789706,0.341113736115777
"b","37_b",3,0,0.0173210874445562,0.0154503345676261,1.36141056397026,0.00434043933789706,0.341113736115777
"b","37_b",4,0,0.400554667038817,0.0154503345676261,1.36141056397026,0.00434043933789706,0.341113736115777
"b","38_b",1,0,-0.437418814022422,0.0226308988883769,1.34162994064326,0.00434043933789706,0.341113736115777
"b","38_b",2,-0.736358542297072,-0.289960212406934,0.0226308988883769,1.34162994064326,0.00434043933789706,0.341113736115777
"b","38_b",3,0.736358542297072,0.0173210874445562,0.0226308988883769,1.34162994064326,0.00434043933789706,0.341113736115777
"b","38_b",4,0,0.400554667038817,0.0226308988883769,1.34162994064326,0.00434043933789706,0.341113736115777
"b","39_b",1,0,-0.437418814022422,-0.0466408958052092,1.29831307228025,0.00434043933789706,0.341113736115777
"b","39_b",2,-0.736358542297072,-0.289960212406934,-0.0466408958052092,1.29831307228025,0.00434043933789706,0.341113736115777
"b","39_b",3,0.736358542297072,0.0173210874445562,-0.0466408958052092,1.29831307228025,0.00434043933789706,0.341113736115777
"b","39_b",4,2.20907562689122,0.400554667038817,-0.0466408958052092,1.29831307228025,0.00434043933789706,0.341113736115777
"b","40_b",1,-0.736358542297072,-0.437418814022422,0.0375578289160855,1.84170175285084,0.00434043933789706,0.341113736115777
"b","40_b",2,0,-0.289960212406934,0.0375578289160855,1.84170175285084,0.00434043933789706,0.341113736115777
"b","40_b",3,-0.736358542297072,0.0173210874445562,0.0375578289160855,1.84170175285084,0.00434043933789706,0.341113736115777
"b","40_b",4,0,0.400554667038817,0.0375578289160855,1.84170175285084,0.00434043933789706,0.341113736115777
"b","41_b",1,-0.736358542297072,-0.437418814022422,0.0391607850185234,0.86424466876266,0.00434043933789706,0.341113736115777
"b","41_b",2,0,-0.289960212406934,0.0391607850185234,0.86424466876266,0.00434043933789706,0.341113736115777
"b","41_b",3,0,0.0173210874445562,0.0391607850185234,0.86424466876266,0.00434043933789706,0.341113736115777
"b","41_b",4,0,0.400554667038817,0.0391607850185234,0.86424466876266,0.00434043933789706,0.341113736115777
"b","42_b",1,-1.47271708459414,-0.437418814022422,0.0767484817374682,1.80131351632096,0.00434043933789706,0.341113736115777
"b","42_b",2,-0.736358542297072,-0.289960212406934,0.0767484817374682,1.80131351632096,0.00434043933789706,0.341113736115777
"b","42_b",3,1.47271708459414,0.0173210874445562,0.0767484817374682,1.80131351632096,0.00434043933789706,0.341113736115777
"b","42_b",4,0,0.400554667038817,0.0767484817374682,1.80131351632096,0.00434043933789706,0.341113736115777
"b","43_b",1,-1.47271708459414,-0.437418814022422,0.0144253974147597,1.09726919046824,0.00434043933789706,0.341113736115777
"b","43_b",2,0,-0.289960212406934,0.0144253974147597,1.09726919046824,0.00434043933789706,0.341113736115777
"b","43_b",3,2.20907562689122,0.0173210874445562,0.0144253974147597,1.09726919046824,0.00434043933789706,0.341113736115777
"b","43_b",4,0.736358542297072,0.400554667038817,0.0144253974147597,1.09726919046824,0.00434043933789706,0.341113736115777
"b","44_b",1,-0.736358542297072,-0.437418814022422,-0.00258845306593535,1.86944600997991,0.00434043933789706,0.341113736115777
"b","44_b",2,0,-0.289960212406934,-0.00258845306593535,1.86944600997991,0.00434043933789706,0.341113736115777
"b","44_b",3,0,0.0173210874445562,-0.00258845306593535,1.86944600997991,0.00434043933789706,0.341113736115777
"b","44_b",4,-0.736358542297072,0.400554667038817,-0.00258845306593535,1.86944600997991,0.00434043933789706,0.341113736115777
"b","45_b",1,0,-0.437418814022422,0.0151690597229117,0.635576793047126,0.00434043933789706,0.341113736115777
"b","45_b",2,0,-0.289960212406934,0.0151690597229117,0.635576793047126,0.00434043933789706,0.341113736115777
"b","45_b",3,-0.736358542297072,0.0173210874445562,0.0151690597229117,0.635576793047126,0.00434043933789706,0.341113736115777
"b","45_b",4,0,0.400554667038817,0.0151690597229117,0.635576793047126,0.00434043933789706,0.341113736115777
"b","46_b",1,-0.736358542297072,-0.437418814022422,0.092073353212576,1.16734319376728,0.00434043933789706,0.341113736115777
"b","46_b",2,0.736358542297072,-0.289960212406934,0.092073353212576,1.16734319376728,0.00434043933789706,0.341113736115777
"b","46_b",3,-0.736358542297072,0.0173210874445562,0.092073353212576,1.16734319376728,0.00434043933789706,0.341113736115777
"b","46_b",4,0.736358542297072,0.400554667038817,0.092073353212576,1.16734319376728,0.00434043933789706,0.341113736115777
"b","47_b",1,-0.736358542297072,-0.437418814022422,0.011141793796997,1.68125790587239,0.00434043933789706,0.341113736115777
"b","47_b",2,0.736358542297072,-0.289960212406934,0.011141793796997,1.68125790587239,0.00434043933789706,0.341113736115777
"b","47_b",3,0,0.0173210874445562,0.011141793796997,1.68125790587239,0.00434043933789706,0.341113736115777
"b","47_b",4,0.736358542297072,0.400554667038817,0.011141793796997,1.68125790587239,0.00434043933789706,0.341113736115777
"b","48_b",1,-1.47271708459414,-0.437418814022422,0.018440920576339,1.83207041221333,0.00434043933789706,0.341113736115777
"b","48_b",2,-0.736358542297072,-0.289960212406934,0.018440920576339,1.83207041221333,0.00434043933789706,0.341113736115777
"b","48_b",3,0.736358542297072,0.0173210874445562,0.018440920576339,1.83207041221333,0.00434043933789706,0.341113736115777
"b","48_b",4,0.736358542297072,0.400554667038817,0.018440920576339,1.83207041221333,0.00434043933789706,0.341113736115777
"b","49_b",1,-0.736358542297072,-0.437418814022422,-0.0651723297514934,1.75608465730896,0.00434043933789706,0.341113736115777
"b","49_b",2,-0.736358542297072,-0.289960212406934,-0.0651723297514934,1.75608465730896,0.00434043933789706,0.341113736115777
"b","49_b",3,0,0.0173210874445562,-0.0651723297514934,1.75608465730896,0.00434043933789706,0.341113736115777
"b","49_b",4,-0.736358542297072,0.400554667038817,-0.0651723297514934,1.75608465730896,0.00434043933789706,0.341113736115777
"b","50_b",1,-0.736358542297072,-0.437418814022422,-0.00917656414173871,1.77160422954905,0.00434043933789706,0.341113736115777
"b","50_b",2,0,-0.289960212406934,-0.00917656414173871,1.77160422954905,0.00434043933789706,0.341113736115777
"b","50_b",3,1.47271708459414,0.0173210874445562,-0.00917656414173871,1.77160422954905,0.00434043933789706,0.341113736115777
"b","50_b",4,0.736358542297072,0.400554667038817,-0.00917656414173871,1.77160422954905,0.00434043933789706,0.341113736115777
"b","51_b",1,-0.736358542297072,-0.437418814022422,-0.001156338661529,1.64947140620695,0.00434043933789706,0.341113736115777
"b","51_b",2,-0.736358542297072,-0.289960212406934,-0.001156338661529,1.64947140620695,0.00434043933789706,0.341113736115777
"b","51_b",3,0,0.0173210874445562,-0.001156338661529,1.64947140620695,0.00434043933789706,0.341113736115777
"b","51_b",4,0.736358542297072,0.400554667038817,-0.001156338661529,1.64947140620695,0.00434043933789706,0.341113736115777
"b","52_b",1,-1.47271708459414,-0.437418814022422,0.0341489310902305,1.19163775282849,0.00434043933789706,0.341113736115777
"b","52_b",2,-0.736358542297072,-0.289960212406934,0.0341489310902305,1.19163775282849,0.00434043933789706,0.341113736115777
"b","52_b",3,-0.736358542297072,0.0173210874445562,0.0341489310902305,1.19163775282849,0.00434043933789706,0.341113736115777
"b","52_b",4,0,0.400554667038817,0.0341489310902305,1.19163775282849,0.00434043933789706,0.341113736115777
"b","53_b",1,-0.736358542297072,-0.437418814022422,0.0414455035230047,1.17621271428577,0.00434043933789706,0.341113736115777
"b","53_b",2,1.47271708459414,-0.289960212406934,0.0414455035230047,1.17621271428577,0.00434043933789706,0.341113736115777
"b","53_b",3,0.736358542297072,0.0173210874445562,0.0414455035230047,1.17621271428577,0.00434043933789706,0.341113736115777
"b","53_b",4,0,0.400554667038817,0.0414455035230047,1.17621271428577,0.00434043933789706,0.341113736115777
"b","54_b",1,-1.47271708459414,-0.437418814022422,0.0187473117432569,1.25772686005782,0.00434043933789706,0.341113736115777
"b","54_b",2,0.736358542297072,-0.289960212406934,0.0187473117432569,1.25772686005782,0.00434043933789706,0.341113736115777
"b","54_b",3,1.47271708459414,0.0173210874445562,0.0187473117432569,1.25772686005782,0.00434043933789706,0.341113736115777
"b","54_b",4,1.47271708459414,0.400554667038817,0.0187473117432569,1.25772686005782,0.00434043933789706,0.341113736115777
"b","55_b",1,0,-0.437418814022422,-0.0590696788852815,1.22012156002192,0.00434043933789706,0.341113736115777
"b","55_b",2,-2.20907562689122,-0.289960212406934,-0.0590696788852815,1.22012156002192,0.00434043933789706,0.341113736115777
"b","55_b",3,0,0.0173210874445562,-0.0590696788852815,1.22012156002192,0.00434043933789706,0.341113736115777
"b","55_b",4,1.47271708459414,0.400554667038817,-0.0590696788852815,1.22012156002192,0.00434043933789706,0.341113736115777
"b","56_b",1,-1.47271708459414,-0.437418814022422,0.102405331860016,1.20939283982547,0.00434043933789706,0.341113736115777
"b","56_b",2,0.736358542297072,-0.289960212406934,0.102405331860016,1.20939283982547,0.00434043933789706,0.341113736115777
"b","56_b",3,0.736358542297072,0.0173210874445562,0.102405331860016,1.20939283982547,0.00434043933789706,0.341113736115777
"b","56_b",4,0.736358542297072,0.400554667038817,0.102405331860016,1.20939283982547,0.00434043933789706,0.341113736115777
"b","57_b",1,0,-0.437418814022422,0.0787444615644053,1.46384973830658,0.00434043933789706,0.341113736115777
"b","57_b",2,-0.736358542297072,-0.289960212406934,0.0787444615644053,1.46384973830658,0.00434043933789706,0.341113736115777
"b","57_b",3,0.736358542297072,0.0173210874445562,0.0787444615644053,1.46384973830658,0.00434043933789706,0.341113736115777
"b","57_b",4,0,0.400554667038817,0.0787444615644053,1.46384973830658,0.00434043933789706,0.341113736115777
"b","58_b",1,-0.736358542297072,-0.437418814022422,0.0359312020748813,0.659223324334785,0.00434043933789706,0.341113736115777
"b","58_b",2,0,-0.289960212406934,0.0359312020748813,0.659223324334785,0.00434043933789706,0.341113736115777
"b","58_b",3,0.736358542297072,0.0173210874445562,0.0359312020748813,0.659223324334785,0.00434043933789706,0.341113736115777
"b","58_b",4,-1.47271708459414,0.400554667038817,0.0359312020748813,0.659223324334785,0.00434043933789706,0.341113736115777
"b","59_b",1,-1.47271708459414,-0.437418814022422,-0.0495301867208535,1.15988464200985,0.00434043933789706,0.341113736115777
"b","59_b",2,-1.47271708459414,-0.289960212406934,-0.0495301867208535,1.15988464200985,0.00434043933789706,0.341113736115777
"b","59_b",3,0,0.0173210874445562,-0.0495301867208535,1.15988464200985,0.00434043933789706,0.341113736115777
"b","59_b",4,0,0.400554667038817,-0.0495301867208535,1.15988464200985,0.00434043933789706,0.341113736115777
"b","60_b",1,-0.736358542297072,-0.437418814022422,0.0364315465577544,1.16351072796629,0.00434043933789706,0.341113736115777
"b","60_b",2,0,-0.289960212406934,0.0364315465577544,1.16351072796629,0.00434043933789706,0.341113736115777
